Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Author age (time of writing);Posthumous;Publication statement
HU17910;Jósika, Júlia;Konrád;1872;1872;;texts/HU17910.xml;38707;Hungarian;https://viaf.org/viaf/46218998;female;1813;1893;short;1860-1879;ELTeC-hun;1872;2004-09-01;1872;Magyar Elektronikus Könyvtárért Egyesület;;;;low;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17960;Virághalmi, Ferenc;Egy cserepár naplója;1866;1866;;texts/HU17960.xml;29457;Hungarian;https://viaf.org/viaf/121507699;male;1826;1875;short;1860-1879;ELTeC-hun;1866;2018-03-14;1866;Magyar Elektronikus Könyvtárért Egyesület;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17999;Kánya, Emília;Szeretet könyve;1863;1863;;texts/HU17999.xml;60532;Hungarian;https://viaf.org/viaf/30410778;female;1830;1910;medium;1860-1879;ELTeC-hun;1863;2018-03-29;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU18153;Nagy, Ignác;Szúnyogok;1848;1848;;texts/HU18153.xml;47550;Hungarian;https://viaf.org/viaf/121393539;male;1810;1854;short;1840-1859;ELTeC-hun;1848;2018-05-14;1852;Magyar Elektronikus Könyvtárért Egyesület;;;;low;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU18411;Ábrai, Károly;48-tól Világosig;1860;1860;;texts/HU18411.xml;35541;Hungarian;https://viaf.org/viaf/164963805;male;1830;1912;short;1860-1879;ELTeC-hun;1860;2018-07-18;1860;Magyar Elektronikus Könyvtárért Egyesület;;;;low;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU18535;Gozsdu, Elek;Köd;1882;1882;;texts/HU18535.xml;45870;Hungarian;https://viaf.org/viaf/52610012;male;1863;1924;short;1880-1899;ELTeC-hun;1882;2018-09-04;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;19;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU18964;Jósika, Júlia;Családélet;1862;1862;;texts/HU18964.xml;56940;Hungarian;https://viaf.org/viaf/46218998;female;1813;1893;medium;1860-1879;ELTeC-hun;1862;2019-01-10;1862;Magyar Elektronikus Könyvtárért Egyesület;;;;low;49;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU18993;Kánya, Emília;Válságos napok;1860;1860;;texts/HU18993.xml;74428;Hungarian;https://viaf.org/viaf/30410778;female;1830;1910;medium;1860-1879;ELTeC-hun;1860;2019-01-18;1876;Magyar Elektronikus Könyvtárért Egyesület;;;;low;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU19000;Asbóth, János;Álmok álmodója;1878;1878;;texts/HU19000.xml;38109;Hungarian;https://viaf.org/viaf/31986094;male;1845;1911;short;1860-1879;ELTeC-hun;1878;2019-01-21;1878;Magyar Elektronikus Könyvtárért Egyesület;;;;high;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU19006;Kelmenfy, László;Meghasonlott kedély;1846;1846;;texts/HU19006.xml;68494;Hungarian;https://viaf.org/viaf/121426252;male;1815;1851;medium;1840-1859;ELTeC-hun;1846;2019-01-22;1846;Magyar Elektronikus Könyvtárért Egyesület;;;;low;31;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU19018;Vachott, Sándorné;Margit;1857;1857;;texts/HU19018.xml;63890;Hungarian;;female;1828;1896;medium;1840-1859;ELTeC-hun;1857;2020-09-28;1857;Magyar Elektronikus Könyvtárért Egyesület;;;;low;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU19040;Nagy, Ignác;Torzképek;1844;1844;;texts/HU19040.xml;149986;Hungarian;https://viaf.org/viaf/121393539;male;1810;1854;long;1840-1859;ELTeC-hun;1844;2019-01-31;1844;Magyar Elektronikus Könyvtárért Egyesület;;;;low;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18370;Tommaseo, Niccoló;Il Duca D'Atene;1858;1858;;texts/IT18370_Tommaseo_Il-Duca-D-Atene.xml;59561;Italian;https://viaf.org/viaf/24639861;male;1802;1874;medium;1840-1859;ELTeC-ita;;;1858;;;;;high;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18420;Manzoni, Alessandro;Promessi Sposi;1842;1842;;texts/IT18420_Manzoni_Promessi-Sposi.xml;215495;Italian;;male;1785;1873;long;1840-1859;ELTeC-ita;1842;;1954;;;;;high;57;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18500;Carcano, Giulio;Damiano, storia di una famiglia povera;1850;1850;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/IT18500_Carcano_Damiano-storia-di-una-famiglia-povera.xml;127099;Italian;;male;1812;1884;long;1840-1859;ELTeC-ita;;;1850;;;;;low;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18520;Tommaseo, Niccolò;Fede e bellezza;1852;1852;;texts/IT18520_Tommaseo_Fede-e-bellezza.xml;46720;Italian;;male;1802;1874;short;1840-1859;ELTeC-ita;1852;;;;;;;high;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18530;Ruffini, Giovanni;Lorenzo Benoni, ovvero scene della vita di un italiano;1853;1853;;texts/IT18530_Ruffini_Lorenzo-Benoni-ovvero-scene-della-vita-di-un-italiano.xml;126277;Italian;https://viaf.org/viaf/49384032;male;1807;1881;long;1840-1859;ELTeC-ita;1853;;2005;;;;;unspecified;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18590;Rovani, Giuseppe;Cent'anni;1859;1859;;texts/IT18590_Rovani_Cent-anni.xml;420104;Italian;https://viaf.org/viaf/2579508;male;1818;1874;long;1840-1859;ELTeC-ita;1859;;1975;;;;;unspecified;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18600;Guerrazzi, Francesco Domenico;Pasquale Paoli, ossia La rotta di Ponte Nuovo;1860;1860;;texts/IT18600_Guerrazzi_Pasquale-Paoli-ossia-La-rotta-di-Ponte-Nuovo.xml;202286;Italian;https://viaf.org/viaf/66538608;male;1804;1873;long;1860-1879;ELTeC-ita;1860;;1883;;;;;unspecified;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18610;Righetti, Carlo;La scapigliatura e il 6 febbrajo;1861;1861;Righetti, Carlo [Cletto Arrighi] ;texts/IT18610_Righetti_La-scapigliatura-e-il-6-febbrajo.xml;65883;Italian;https://viaf.org/viaf/66678990;male;1828;1906;medium;1860-1879;ELTeC-ita;1861;;1988;;;;;unspecified;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18620;Petruccelli della Gattina, Ferdinando;I moribondi del Palazzo Carignano;1862;1862;;texts/IT18620_Petruccelli-della-Gattina_I-moribondi-del-Palazzo-Carignano.xml;44091;Italian;https://viaf.org/viaf/17255247;male;1815;1890;short;1860-1879;ELTeC-ita;;;1862;;;;;unspecified;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18660;Verga, Giovanni;Una peccatrice;1866;1866;;texts/IT18660_Verga_Una-peccatrice.xml;37113;Italian;https://viaf.org/viaf/18647;male;1840;1922;short;1860-1879;ELTeC-ita;1866;;1995;;;;;unspecified;26;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18670;Nievo, Ippolito;Le confessioni d'un Italiano;1867;1867;;texts/IT18670_Nievo_Le-confessioni-d-un-Italiano.xml;338962;Italian;https://viaf.org/viaf/68995581;male;1831;1861;long;1860-1879;ELTeC-ita;1867;;1964;;;;;unspecified;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18671;Ferdinando;Memorie di Giuda;1867;1867;;texts/IT18671_Petruccelli-della-Gattina_Memorie-di-Giuda.xml;142255;Italian;https://viaf.org/viaf/17255247;male;1815;1890;long;1860-1879;ELTeC-ita;1867;;1883;;;;;unspecified;52;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18690;Bersezio, Vittorio;Povera Giovanna!;1869;1869;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/IT18690_Bersezio_Povera-Giovanna.xml;72053;Italian;https://viaf.org/viaf/20461502;male;1828;1900;medium;1860-1879;ELTeC-ita;;;1869;;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18691;Tarchetti, Iginio Ugo;Fosca;1869;1869;;texts/IT18691_Tarchetti_Fosca.xml;57440;Italian;https://viaf.org/viaf/34557152;male;1839;1869;medium;1860-1879;ELTeC-ita;1869;;1971;;;;;unspecified;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18700;Garibaldi, Giuseppe;Cantoni il volontario;1870;1870;;texts/IT18700_Garibaldi_Cantoni-il-volontario.xml;48977;Italian;https://viaf.org/viaf/100192194;male;1807;1882;short;1860-1879;ELTeC-ita;1870;;;;;;;unspecified;63;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18701;Garibaldi, Giuseppe;Clelia ovvero Il governo dei preti;1870;1870;;texts/IT18701_Garibaldi_Clelia-ovvero-Il-governo-dei-preti.xml;74110;Italian;https://viaf.org/viaf/100192194;male;1807;1882;medium;1860-1879;ELTeC-ita;1870;;;;;;;unspecified;63;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18710;Barbieri, Ulisse;Gli incendiari della Comune;1871;1871;;texts/IT18710_Barbieri_Gli-incendiari-della-Comune.xml;36110;Italian;;male;1841;1899;short;1860-1879;ELTeC-ita;1871;;;;;;;unspecified;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18711;Barbieri, Ulisse;Lucifero  Fantasia romantica;1871;1871;;texts/IT18711_Barbieri_Lucifero.xml;20253;Italian;https://viaf.org/viaf/88997390;male;1842;1899;short;1860-1879;ELTeC-ita;1871;;;;;;;unspecified;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18750;Verga, Giovanni;Il marito di Elena;1875;1875;;texts/IT18750_Verga_Il-marito-di-Elena.xml;46863;Italian;https://viaf.org/viaf/18647;male;1840;1922;short;1860-1879;ELTeC-ita;1875;;;;;;;unspecified;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18751;Verga, Giovanni;Tigre reale;1875;1875;;texts/IT18751_Verga_Tigre-reale.xml;31508;Italian;https://viaf.org/viaf/18647;male;1840;1922;short;1860-1879;ELTeC-ita;1875;;1996;;;;;unspecified;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18760;Imbriani, Vittorio;Dio ne scampi dagli Orsenigo;1876;1876;;texts/IT18760_Imbriani_Dio-ne-scampi-dagli-Orsenigo.xml;41194;Italian;https://viaf.org/viaf/17236690;male;1840;1886;short;1860-1879;ELTeC-ita;1876;;1975;;;;;unspecified;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18780;Dossi, Carlo;La desinenza in A;1878;1878;;texts/IT18780_Dossi_La-desinenza-in-A.xml;60903;Italian;https://viaf.org/viaf/24616377;male;1849;1910;medium;1860-1879;ELTeC-ita;1878;;1981;;;;;high;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18790;Capuana, Luigi;Giacinta;1879;1879;;texts/IT18790_Capuana_Giacinta.xml;48093;Italian;;male;1839;1915;short;1860-1879;ELTeC-ita;;;1879;;;;;unspecified;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18810;Praga, Emilio;Memorie Del Presbiterio;1881;1881;;texts/IT18810_Praga_Memorie-Del-Presbiterio.xml;69537;Italian;https://viaf.org/viaf/12348270;male;1839;1875;medium;1880-1899;ELTeC-ita;1881;;;;;;;high;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18830;Boito, Camillo;Senso;1883;1883;;texts/IT18830_Boito_Senso.xml;11483;Italian;;male;1836;1914;short;1880-1899;ELTeC-ita;1883;;;;;;;high;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18831;Collodi, Carlo;Le avventure di Pinocchio;1883;1883;;texts/IT18831_Collodi_Le-avventure-di-Pinocchio.xml;41286;Italian;;male;1826;1890;short;1880-1899;ELTeC-ita;1883;;1981;;;;;high;57;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18850;Barbieri, Ulisse;In basso;1885;1885;;texts/IT18850_Barbieri_In-basso.xml;50911;Italian;https://viaf.org/viaf/88997390;male;1841;1899;medium;1840-1859;ELTeC-ita;;;1885;;;;;low;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18851;Fogazzaro, Antonio;Daniele Cortis;1885;1885;;texts/IT18851_Fogazzaro_Daniele-Cortis.xml;93715;Italian;;male;1842;1911;medium;1880-1899;ELTeC-ita;1885;;1988;;;;;high;43;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18860;De Amicis, Edmondo;Cuore;1886;1886;;texts/IT18860_De-Amicis_Cuore.xml;84116;Italian;;male;1846;1908;medium;1880-1899;ELTeC-ita;1886;;1974;;;;;high;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18861;Invernizio, Carolina;Il bacio d'una morta;1886;1886;;texts/IT18861_Invernizio_Il-bacio-d-una-morta.xml;91037;Italian;;female;1851;1916;medium;1900-1920;ELTeC-ita;1886;;1926;;;;;high;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18880;De Marchi, Emilio;Il Cappello del Prete;1888;1888;;texts/IT18880_De-Marchi_Il-Cappello-del-Prete.xml;55708;Italian;https://viaf.org/viaf/12380049;male;1851;1901;medium;1880-1899;ELTeC-ita;1888;;1918;;;;;high;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18881;Neera;Lydia;1888;1888;;texts/IT18881_Neera_Lydia.xml;45536;Italian;https://viaf.org/viaf/120697223;female;1846;1918;short;1880-1899;ELTeC-ita;1888;;1997;;;;;high;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18890;D'Annunzio, Gabriele;Il Piacere;1889;1889;;texts/IT18890_DAnnunzio_Il-Piacere.xml;104718;Italian;https://viaf.org/viaf/49220129;male;1863;1938;long;1880-1899;ELTeC-ita;1889;;1989;;;;;unspecified;26;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18891;Invernizio, Carolina;La trovatella di Milano;1889;1889;;texts/IT18891_Invernizio_La-trovatella-di-Milano.xml;21521;Italian;;female;1851;1916;short;1880-1899;ELTeC-ita;;;1889;;;;;high;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18900;De Roberto, Federico;Processi verbali;1890;1890;;texts/IT18900_De-Roberto_Processi-verbali.xml;32828;Italian;;male;1861;1927;short;1880-1899;ELTeC-ita;1890;;1990;;;;;unspecified;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18901;Petruccelli della Gattina, Ferdinando;Il sorbetto della regina;1890;1890;;texts/IT18901_Petruccelli-della-Gattina_Il-sorbetto-della-regina.xml;70467;Italian;https://viaf.org/viaf/17255247;male;1815;1890;medium;1880-1899;ELTeC-ita;;;1890;;;;;unspecified;75;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18910;Boito, Camillo;Il maestro di setticlavio;1891;1891;;texts/IT18910_Boito_Il-maestro-di-setticlavio.xml;32277;Italian;;male;1836;1914;short;1880-1899;ELTeC-ita;1891;;1990;;;;;unspecified;55;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
IT18920;Capuana, Luigi;Profumo;1892;1892;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/IT18920_Capuana_Profumo.xml;59185;Italian;https://viaf.org/viaf/24615920;male;;;medium;1880-1899;ELTeC-ita;1892;;1996;;;;;unspecified;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
